bug_id,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_category,severity_code
TESTOPIA-371957,Test Runs,TESTOPIA,when clicking on the magnifying glass for notes in a test run the context of the screen resets to the top,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.1.2) Gecko/20070219 Firefox/2.0.0.2
Build Identifier: testopia 1.1.3

When clicking on the magnifying glass for notes in a test run the context of the screen resets to the top. That is the run screen goes to the top of the page immediately when clicking on the magnifying glass. The notes page pops up at the same time. (normal) It would be a bit nicer if on the run page you stayed at the location of the test case from which you hit the magnifying glass button. 

Reproducible: Always

Steps to Reproduce:
1. Go to runs.
2. expand a case
3. click on magnifying glass
Actual Results:  
1. new notes window pops up.
2. run page resets to the top

Expected Results:  
1. new notes window pops up.
2. run page stays at the test case from which you cliced on the magnifying glass",gregaryh,keith.mcfall,fixed,1,resolved,4,0,2,106,trivial,1
SEAMONKEY-217342,Tabbed Browser,SEAMONKEY,change close tab message,I just want to change the message a bit,timeless,timeless,fixed,1,resolved,4,0,4,15,trivial,1
NSS-336982,Libraries,NSS,Useless null check of ss in ssl3_config_match_init, ,nelson,timeless,fixed,1,resolved,4,0,8,11,trivial,1
CORE-311672,Internationalization,CORE,Remove the obsolete 2nd parameter from |nsIStringBundleService::createBundle(...)| JS callers,"Since bug 76332 was fixed nsIStringBundleService::createBundle(...)
needs only one argument |aURLSpec|.
> 87   nsIStringBundle createBundle(in string aURLSpec)

However many scripts have the second argument in that function.
And contributors do not stop using that wrong style for more than 4 years.
http://bonsai.mozilla.org/cvsview2.cgi?diff_mode=context&whitespace_mode=show&file=nsIStringBundle.idl&branch=&root=/cvsroot&subdir=mozilla/intl/strres/public&command=DIFF_FRAMESET&rev1=1.13&rev2=1.14

lazy scripts list:
http://lxr.mozilla.org/mozilla/source/browser/base/content/search.xml
http://lxr.mozilla.org/mozilla/source/browser/components/bookmarks/content/bookmarks.js
http://lxr.mozilla.org/mozilla/source/toolkit/content/widgets/browser.xml
http://lxr.mozilla.org/mozilla/source/toolkit/content/widgets/dialog.xml
http://lxr.mozilla.org/mozilla/source/toolkit/content/widgets/stringbundle.xml
http://lxr.mozilla.org/mozilla/source/toolkit/content/widgets/wizard.xml
http://lxr.mozilla.org/mozilla/source/toolkit/content/contentAreaUtils.js
http://lxr.mozilla.org/mozilla/source/xpfe/communicator/resources/content/contentAreaUtils.js
http://lxr.mozilla.org/mozilla/source/xpfe/components/bookmarks/resources/bookmarks.js
http://lxr.mozilla.org/mozilla/source/xpfe/global/resources/content/bindings/browser.xml
http://lxr.mozilla.org/mozilla/source/xpfe/global/resources/content/bindings/dialog.xml
http://lxr.mozilla.org/mozilla/source/xpfe/global/resources/content/bindings/stringbundle.xml
http://lxr.mozilla.org/mozilla/source/xpfe/global/resources/content/bindings/wizard.xml",bugzillamozillaorg_serge_20140323,torisugari,fixed,1,resolved,4,0,18,1008,trivial,1
MAILNEWS_CORE-186977,Backend,MAILNEWS_CORE,Message folder pane shows folder size in MB but also in kb (all lowercase),"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3b) Gecko/20021227
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.3b) Gecko/20021227

With bug 173825 a message folder size column was introduced to the folder pane.
Depending on the size of each folder it shows kb or MB. In that other bug
there is no obvious reason why a lowercase b is used for the unit Bytes. So
I think this was an accidental slip and it should be changed to KB.

Four reasons why I think this should be changed:
- It looks odd (see screenshot I'll attach)
- It is the same unit so why use different case?
- b is often used for bits not bytes but from the source I see here it
means bytes
- From lxr I see Mozilla always uses KB for kilobytes (e.g. in the message
pane where the user sees it simultaneously which is even more confusing...) so
it should be used here also for consistency.

(The uppercase K (used everywhere else) should be ok here because it stands
for a factor 1024 (as usual): there is a distinction (that at least some make)
between K for 1024 and (defined by the metric system) k for 1000.)

Although this bug is visible at the front end I chose the back end component
because the affected code seems to be pretty far inside mail. Feel free to
change if I'm wrong...

Reproducible: Always

Steps to Reproduce:
1. Open mail window with some big (> 1 MB) and some small (< 1 MB) message
folders visible
2. Make sure the Size column is shown in the folder pane (the left one)


Actual Results:  
Folder size is shown in kb and MB.

Expected Results:  
Folder size should be shown in KB and MB.",mscott,durbacher,fixed,1,resolved,4,0,13,19,trivial,1
OTHER_APPLICATIONS-246424,ChatZilla,OTHER_APPLICATIONS,tooltip obscures described prefs object,"Tested only 0.9.64 in xft/gtk2 SuSE Linux 9.1 release Mozilla/5.0 (X11 U Linux
i586 en-US rv:1.6) Gecko/20040114

To reproduce:
1-open prefs
2-place mouse pointer over an object

Actual behavior:
1-Tootip renders too high obscuring the bottom portion of the object it
describes. Problem is slightly less (~5%) at 96 DPI slightly more at 120 DPI.

Expected behavior:
1-tooltip is fully below object it describes.",bugzilla-mozilla-20000923,mrmazda,fixed,1,resolved,4,0,6,96,trivial,1
CORE-448168,General,CORE,Apply |s/entires/entries/g|, ,rsesek,bugzillamozillaorg_serge_20140323,fixed,1,resolved,4,0,16,1105,trivial,1
FIREFOX-257317,Toolbars and Customization,FIREFOX,Fullscreen window management buttons need tooltips,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.2) Gecko/20040825 Firefox/0.9.1+
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.2) Gecko/20040825 Firefox/0.9.1+

The buttons that appear in the top-right of the window when in fullscreen mode
don't have any tooltips.

On Windows these need the (localisable) tooltips
* Minimize
* Restore
* Close
...to be in line with IE6.

Reproducible: Always
Steps to Reproduce:
1. Enter fullscreen mode
2. Hover over one of the standard three buttons at the top left of the screen.",bugzilla,ross,fixed,1,resolved,4,0,13,20,trivial,1
BUGZILLA-322412,Bugzilla-General,BUGZILLA,Typo in error message," Error: Can't connect to MySQL server on '10.251.0.100' (113)
   Is your database installed and up and running?
   Do you havethe correct username and password selected in localconfig?

There's a space missing between have and the. See the LXR url.",timeless,cbiesinger,fixed,1,resolved,4,0,5,1,trivial,1
FIREFOX-517708,Session Restore,FIREFOX,use gBrowser instead of getBrowser() in session restore code,"Created attachment 401649
patch

getBrowser() is deprecated and exists only for extension compatibility.",dao+bmo,dao+bmo,fixed,1,resolved,4,0,2,0,trivial,1
MAILNEWS_CORE-336491,Address Book,MAILNEWS_CORE,Clean up abCommon.js,There is at least one simple function (GetAbViewURI) that is only called once and actually duplicates the work and just scanning through there are some other potential tidy ups/simplifications that we can do.,standard8,standard8,fixed,1,resolved,4,0,3,1,trivial,1
CORE-348999,MathML,CORE,deadcode in nsCSSFrameConstructor::ConstructMathMLFrame isReplaced will not be true, ,dbaron,timeless,fixed,1,resolved,4,0,5,880,trivial,1
